treated,trump_approval,video_id,vote_pres_2020,vote_pres_2024,partisanship,democratic_party_fav,republican_party_fav,trump_fav,biden_fav,text
1,0,78.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Somewhat favorable,Somewhat Unfavorable,Very Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,1,78.0,Republican Donald Trump,Democrat Kamala Harris,Democrat,Very favorable,Somewhat unfavorable,Very Favorable,Very Favorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,1,78.0,Republican Donald Trump,Republican Donald Trump,Republican,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,1,78.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Independent,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Independent,Somewhat favorable,Somewhat favorable,Very Unfavorable,Somewhat Favorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,0,78.0,other_did_not_vote,other_did_not_vote,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,0,78.0,other_did_not_vote,Democrat Kamala Harris,Independent,Very unfavorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,1,78.0,Republican Donald Trump,Republican Donald Trump,Republican,Somewhat unfavorable,Somewhat unfavorable,Somewhat Favorable,Very Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,1,78.0,Republican Donald Trump,Republican Donald Trump,Independent,Very unfavorable,Somewhat unfavorable,Very Favorable,Very Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,1,78.0,Republican Donald Trump,Republican Donald Trump,Republican,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,1,78.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,0,78.0,other_did_not_vote,other_did_not_vote,Democrat,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,0,78.0,other_did_not_vote,other_did_not_vote,Democrat,Somewhat favorable,Somewhat unfavorable,Somewhat Unfavorable,Somewhat Favorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Independent,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,1,78.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,0,78.0,Republican Donald Trump,other_did_not_vote,Independent,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Somewhat Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,1,78.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,1,78.0,Republican Donald Trump,Republican Donald Trump,Republican,Somewhat unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,1,78.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,0,78.0,Democrat Joe Biden,Republican Donald Trump,Independent,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,1,78.0,Republican Donald Trump,Republican Donald Trump,Independent,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,1,78.0,other_did_not_vote,Republican Donald Trump,Independent,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,0,78.0,Democrat Joe Biden,Democrat Kamala Harris,Something else,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,Donald Trump's plan to slash funding that helps veterans find stable housing - his budget would leave thousands of veterans struggling to pay rent.
1,0,79.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,"In his previous administration, Donald Trump tried to make it harder for struggling families to get food stamps by adding strict rules and paperwork that would have kicked millions off the program."
1,0,79.0,other_did_not_vote,Democrat Kamala Harris,Democrat,Somewhat favorable,Somewhat favorable,Very Unfavorable,Somewhat Favorable,"In his previous administration, Donald Trump tried to make it harder for struggling families to get food stamps by adding strict rules and paperwork that would have kicked millions off the program."
1,0,79.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Somewhat favorable,Very Unfavorable,Very Favorable,"In his previous administration, Donald Trump tried to make it harder for struggling families to get food stamps by adding strict rules and paperwork that would have kicked millions off the program."
1,1,79.0,Republican Donald Trump,Republican Donald Trump,Republican,Never heard of/Not sure,Never heard of/Not sure,Very Favorable,Very Favorable,"In his previous administration, Donald Trump tried to make it harder for struggling families to get food stamps by adding strict rules and paperwork that would have kicked millions off the program."
1,1,79.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"In his previous administration, Donald Trump tried to make it harder for struggling families to get food stamps by adding strict rules and paperwork that would have kicked millions off the program."
1,1,79.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"In his previous administration, Donald Trump tried to make it harder for struggling families to get food stamps by adding strict rules and paperwork that would have kicked millions off the program."
1,0,79.0,other_did_not_vote,other_did_not_vote,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"In his previous administration, Donald Trump tried to make it harder for struggling families to get food stamps by adding strict rules and paperwork that would have kicked millions off the program."
1,1,79.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"In his previous administration, Donald Trump tried to make it harder for struggling families to get food stamps by adding strict rules and paperwork that would have kicked millions off the program."
